                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    163,                0.52399,                0.34245,                0.96879,                0.96621,                0.96249,                0.97851,                 0.8625,                 0.5554,                0.26236,                0.94761,               0.004687,               0.004687,               0.004687
                    164,                0.51731,                0.33131,                0.96222,                0.96885,                0.96125,                0.97976,                0.86425,                0.55568,                 0.2649,                0.94897,               0.004654,               0.004654,               0.004654
                    165,                 0.5125,                0.33276,                0.96139,                 0.9688,                0.96554,                0.98195,                0.86336,                0.55467,                0.26554,                0.94894,               0.004621,               0.004621,               0.004621
                    166,                0.51897,                0.34198,                0.95944,                0.95065,                 0.9796,                 0.9816,                0.86497,                0.55429,                0.26284,                0.94894,               0.004588,               0.004588,               0.004588
                    167,                0.50936,                0.32545,                0.95004,                0.95072,                0.97909,                0.98286,                0.86806,                0.55543,                0.26264,                0.94638,               0.004555,               0.004555,               0.004555
                    168,                0.50962,                0.32406,                0.95155,                 0.9477,                0.98074,                0.98297,                0.86676,                0.55659,                0.26327,                0.94497,               0.004522,               0.004522,               0.004522
                    169,                0.50858,                0.32533,                0.94754,                0.95797,                  0.964,                0.98164,                0.86666,                0.55695,                0.26165,                0.94376,               0.004489,               0.004489,               0.004489
                    170,                0.50628,                0.32305,                0.95153,                0.96034,                 0.9627,                0.98119,                0.86536,                0.55676,                0.26499,                 0.9428,               0.004456,               0.004456,               0.004456
                    171,                0.50084,                0.32712,                0.94998,                0.96094,                0.95983,                0.98157,                0.86541,                0.55544,                0.26423,                0.94269,               0.004423,               0.004423,               0.004423
                    172,                0.50507,                0.32409,                0.94881,                0.96074,                 0.9611,                0.98012,                0.86674,                 0.5547,                0.26227,                0.94257,                0.00439,                0.00439,                0.00439
                    173,                0.51102,                0.33041,                0.95551,                0.96123,                0.96156,                0.97916,                 0.8657,                0.55557,                0.25992,                0.94322,               0.004357,               0.004357,               0.004357
                    174,                0.50655,                0.33006,                0.95058,                0.96005,                0.96287,                0.97853,                0.86451,                0.55554,                0.26074,                0.94313,               0.004324,               0.004324,               0.004324
                    175,                 0.5027,                0.31995,                0.95012,                0.95961,                0.96166,                0.97875,                0.86114,                0.55581,                0.26129,                0.94312,               0.004291,               0.004291,               0.004291
                    176,                0.50637,                 0.3236,                0.95431,                0.95377,                0.96687,                0.97872,                0.86152,                0.55541,                0.26022,                0.94286,               0.004258,               0.004258,               0.004258
                    177,                0.49559,                0.31298,                0.94379,                0.95942,                 0.9606,                0.97835,                0.85907,                 0.5546,                0.26029,                 0.9422,               0.004225,               0.004225,               0.004225
                    178,                0.50548,                0.32216,                 0.9504,                0.95928,                0.96021,                0.97778,                0.85999,                0.55506,                0.25974,                0.94278,               0.004192,               0.004192,               0.004192
                    179,                0.50078,                0.31537,                0.95326,                0.96098,                0.96123,                0.97821,                0.85975,                0.55447,                0.25963,                0.94257,               0.004159,               0.004159,               0.004159
                    180,                 0.5049,                0.32589,                0.95593,                 0.9619,                0.96225,                0.97856,                0.85849,                 0.5546,                0.25959,                0.94299,               0.004126,               0.004126,               0.004126
                    181,                0.50361,                0.32224,                0.95369,                0.96273,                 0.9632,                0.97851,                0.85805,                0.55506,                0.26038,                0.94319,               0.004093,               0.004093,               0.004093
                    182,                0.49761,                0.31539,                 0.9492,                 0.9632,                0.96307,                0.97884,                0.85666,                0.55529,                  0.264,                0.94367,                0.00406,                0.00406,                0.00406
                    183,                0.49805,                0.32093,                0.95081,                 0.9619,                0.96297,                0.97922,                0.85578,                0.55655,                 0.2631,                0.94472,               0.004027,               0.004027,               0.004027
                    184,                0.49803,                0.32193,                0.94951,                0.96306,                0.96358,                0.97888,                0.85564,                0.55657,                0.26068,                0.94574,               0.003994,               0.003994,               0.003994
                    185,                0.49685,                0.31672,                0.95026,                 0.9637,                0.96227,                0.97893,                0.85679,                0.55686,                0.26015,                0.94618,               0.003961,               0.003961,               0.003961
                    186,                 0.4978,                0.31681,                0.95117,                0.96515,                0.96324,                0.97922,                0.85904,                0.55675,                0.26021,                0.94624,               0.003928,               0.003928,               0.003928
                    187,                0.48973,                0.31519,                0.94895,                0.96542,                0.96362,                0.97957,                0.85771,                0.55668,                0.26345,                0.94676,               0.003895,               0.003895,               0.003895
                    188,                0.49754,                0.31539,                0.95452,                0.96489,                0.96436,                0.97873,                 0.8575,                0.55682,                0.26225,                0.94721,               0.003862,               0.003862,               0.003862
                    189,                 0.4952,                0.32039,                0.94991,                0.96393,                 0.9639,                0.97911,                0.85903,                0.55628,                 0.2602,                0.94719,               0.003829,               0.003829,               0.003829
                    190,                0.48809,                0.31031,                0.94775,                0.96425,                0.96349,                0.97946,                0.85979,                0.55732,                0.25912,                 0.9477,               0.003796,               0.003796,               0.003796
                    191,                0.48624,                0.31428,                0.94517,                 0.9652,                0.96369,                0.97977,                0.86011,                0.55686,                0.26009,                0.94708,               0.003763,               0.003763,               0.003763
                    192,                0.49035,                0.31172,                0.94824,                0.96621,                0.96346,                  0.979,                0.85733,                0.55681,                 0.2633,                0.94739,                0.00373,                0.00373,                0.00373
                    193,                0.48283,                0.30218,                0.94125,                0.96595,                0.96364,                0.97914,                  0.856,                0.55666,                0.26058,                0.94767,               0.003697,               0.003697,               0.003697
                    194,                 0.4902,                 0.3096,                0.94698,                0.96548,                0.96406,                0.97844,                0.85562,                0.55618,                0.26165,                0.94804,               0.003664,               0.003664,               0.003664
                    195,                0.48766,                0.30725,                0.94685,                 0.9668,                0.96447,                 0.9782,                0.85592,                0.55693,                0.26208,                0.95012,               0.003631,               0.003631,               0.003631
                    196,                0.49317,                0.31374,                0.95701,                0.96651,                0.96442,                0.97876,                0.85553,                0.55678,                0.26263,                0.95023,               0.003598,               0.003598,               0.003598
                    197,                0.48569,                0.30775,                0.94575,                0.96549,                0.96472,                0.97905,                0.85593,                0.55661,                0.26344,                0.95056,               0.003565,               0.003565,               0.003565
                    198,                0.47426,                 0.3043,                0.94147,                 0.9653,                0.96489,                0.97904,                0.85505,                0.55621,                0.26285,                0.95081,               0.003532,               0.003532,               0.003532
                    199,                0.48161,                0.30318,                0.94081,                0.96518,                0.96484,                 0.9796,                0.85631,                0.55676,                0.26229,                0.95211,               0.003499,               0.003499,               0.003499
                    200,                0.48379,                0.33665,                0.94516,                0.96601,                0.96466,                0.97931,                0.85556,                 0.5563,                0.26076,                0.95212,               0.003466,               0.003466,               0.003466
                    201,                 0.4781,                0.30452,                0.94239,                 0.9661,                0.96481,                0.97999,                 0.8555,                0.55567,                0.25905,                0.95172,               0.003433,               0.003433,               0.003433
                    202,                0.48037,                0.30365,                0.94061,                0.96377,                0.96419,                 0.9791,                0.85706,                0.55534,                0.25923,                0.95063,                 0.0034,                 0.0034,                 0.0034
                    203,                0.48603,                0.30646,                0.93787,                0.96372,                0.96336,                0.97905,                 0.8563,                0.55515,                 0.2595,                0.94948,               0.003367,               0.003367,               0.003367
                    204,                 0.4784,                0.30191,                  0.936,                0.96802,                0.96392,                0.97894,                0.85791,                0.55485,                0.26035,                0.94838,               0.003334,               0.003334,               0.003334
                    205,                0.47404,                0.28956,                0.93387,                 0.9663,                0.96392,                0.97846,                0.85912,                0.55439,                0.25955,                0.94776,               0.003301,               0.003301,               0.003301
                    206,                0.47422,                 0.3115,                0.93285,                0.96684,                0.96424,                0.97829,                0.85893,                0.55435,                0.25836,                0.94776,               0.003268,               0.003268,               0.003268
                    207,                0.47658,                0.29937,                0.94165,                0.96544,                0.96505,                0.97854,                0.86059,                0.55424,                0.25796,                0.94801,               0.003235,               0.003235,               0.003235
                    208,                 0.4739,                0.30137,                0.94197,                0.96538,                0.96448,                0.97846,                0.86046,                0.55432,                0.25806,                0.94825,               0.003202,               0.003202,               0.003202
                    209,                0.47055,                 0.2975,                0.93761,                0.96545,                0.96475,                0.97894,                0.86033,                0.55449,                0.25804,                0.94859,               0.003169,               0.003169,               0.003169
                    210,                  0.464,                0.30983,                0.93515,                0.96658,                0.96518,                0.97853,                0.86035,                0.55448,                0.25765,                0.94875,               0.003136,               0.003136,               0.003136
                    211,                0.46768,                0.29545,                0.93535,                0.96646,                0.96469,                0.97902,                0.86081,                0.55434,                0.25721,                0.94863,               0.003103,               0.003103,               0.003103
                    212,                0.46839,                0.29311,                0.93193,                0.96657,                0.96483,                0.97901,                0.86034,                0.55397,                0.25742,                0.94834,                0.00307,                0.00307,                0.00307
                    213,                 0.4695,                0.29712,                 0.9343,                0.96491,                0.96527,                0.97843,                 0.8586,                0.55327,                0.25737,                 0.9481,               0.003037,               0.003037,               0.003037
                    214,                0.47233,                0.30072,                0.93215,                0.96495,                0.96529,                0.97816,                0.85944,                0.55325,                0.25761,                0.94821,               0.003004,               0.003004,               0.003004
                    215,                0.46767,                0.29294,                0.93475,                0.96495,                0.96518,                0.97827,                0.85967,                0.55322,                 0.2563,                0.94819,               0.002971,               0.002971,               0.002971
                    216,                0.46633,                0.29012,                 0.9326,                0.96481,                0.96521,                0.97854,                0.85872,                0.55333,                0.25564,                 0.9483,               0.002938,               0.002938,               0.002938
                    217,                0.46114,                  0.294,                 0.9322,                0.96217,                0.96516,                0.97829,                 0.8604,                0.55357,                0.25587,                0.94841,               0.002905,               0.002905,               0.002905
